,id,name,address,symbol,url,description,chain,logo,audits,audit_note,gecko_id,cmcId,category,chains,module,twitter,forkedFrom,oracles,listedAt,slug,tvl,chainTvls,change_1h,change_1d,change_7d,tokenBreakdowns,referralUrl,treasury,audit_links,openSource,governanceID,language,staking,parentProtocol,pool2,oraclesByChain
695,121,CREAM Lending,0x2ba592F78dB6436527729929AAf6c908497cB200,CREAM,https://cream.finance/,"Money markets, liquid staking and protocol-to-protocol lending",Multi-Chain,https://icons.llama.fi/cream-finance.png,3,,cream-2,6193,Lending,"['Binance', 'Ethereum', 'Polygon', 'Arbitrum']",cream/index.js,CreamdotFinance,['Compound'],"['Chainlink', 'Band']",,cream-lending,2.28,"{'Arbitrum-borrowed': 0.01, 'Polygon-borrowed': 0.06, 'Binance-borrowed': 0.56, 'Binance': 1.82, 'Ethereum': 0.26, 'Polygon': 0.17, 'Arbitrum': 0.02, 'borrowed': 0.63}",0.01776959301193415,-2.2038839773897365,-1.6984570991294135,{},,,['https://docs.cream.finance/audit-report'],,,,,parent#cream-finance,,
696,1455,ClaimSwap,klaytn:0xcf87f94fd8f6b6f0b479771f10df672f99eada63,CLA,https://claimswap.org/,"Swap, earn, and claim on the decentralized, community driven platform",Klaytn,https://icons.llama.fi/claimswap.jpg,0,,claimswap,18371,Dexes,['Klaytn'],claimswap/index.js,claimswap,['Uniswap V2'],[],1645643108.0,claimswap,2.27,"{'Klaytn-staking': 0.16, 'Klaytn': 2.27, 'staking': 0.16}",-0.3156304602348996,-1.6098441267549077,1.068171036494391,{},,,['https://github.com/claimswap/claimswap-audit'],,,Solidity,164046.48525363384,,,
697,375,Nerve Staking,bsc:0xf0e406c49c63abf358030a299c0e00118c4c6ba5,NVT,https://nerve.network/,"Nerve is a decentralized digital asset service network based on the NULS micro-services framework, which uses the NULS ChainBox to develop a blockchain cross-chain interaction protocol.",Nuls,https://icons.llama.fi/nerve-staking.jpg,2,,nervenetwork,5906,Dexes,['Nuls'],nervenetwork.js,nerve_network,,,,nerve-staking,2.27,{'Nuls': 2.27},0.0,-1.7918290068826934,0.7705098719356158,{},,,['https://www.slowmist.com/en/security-audit-certificate.html?id=097a33b2e955a56af85e80b13ff82a3ad20fea83871769b5c58d024b5e774164'],,,,,,,
698,1688,Olive,,-,https://oliveapp.finance,Olive is a multi-chain protocol that combines composability with structured products to amplify yields without exposing users' funds to principal or credit risks.,Multi-Chain,https://icons.llama.fi/olive.png,2,,,,Options Vault,"['Arbitrum', 'Polygon', 'Ethereum']",polysynth/index.js,0xOlive,[],['Chainlink'],1650988125.0,olive,2.26,"{'Ethereum': 0.11, 'Polygon': 0.32, 'Arbitrum': 1.83}",-0.727013849369115,-1.878290256426311,-15.247960156278012,{},,,['https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Olive-v1.0.pdf'],,,,,,,
699,2818,Tonpound,0x5cb17273BFE227bD791CEEe31C9d5db6289f2797,TPI,https://app.tonpound.com,Decentralized lending protocol that connects The Open Network and Ethereum blockchain.,Ethereum,https://icons.llama.fi/tonpound.jpg,2,,,,Lending,['Ethereum'],tonpound.js,Tonpound_com,['Compound'],['Chainlink'],1681312681.0,tonpound,2.25,"{'Ethereum': 2.25, 'Ethereum-borrowed': 0.18, 'borrowed': 0.18}",0.005590900721941239,-1.5898357951903392,-12.07632564775254,{},,,['https://github.com/0xGuard-com/audit-reports/blob/master/Tonpound%20Lending/Tonpound%20Lending.pdf'],,,,,,,
700,1353,Kalmy App,bsc:0x4BA0057f784858a48fe351445C672FF2a3d43515,KALM,https://kalmy.app,"Kalmy.APP is a DeFi hub. Farming, lending, swaps, NFTs - the goal is to have it all and more.",Multi-Chain,https://icons.llama.fi/kalmy.png,2,,kalmar,10099,Yield,"['Binance', 'Avalanche', 'Fantom']",kalmy-app/index.js,kalmar_io,,,1643866432.0,kalmy-app,2.24,"{'Fantom-staking': 0.48, 'Binance': 2.21, 'Binance-staking': 3.67, 'Avalanche': 0.02, 'Avalanche-staking': 0.35, 'Fantom': 0.01, 'staking': 4.49}",-0.26746792241195294,-5.685537252087187,24.018923297875276,{},,,"['https://hacken.io/wp-content/uploads/2021/06/Kalmar_08062021SC-Audit_Report.pdf', 'https://hacken.io/wp-content/uploads/2021/04/03042021_Kalmar_SC_Audit_Report.pdf']",,,,4494541.126666041,,,
701,296,Zookeeper,wan:0x6e11655d6ab3781c6613db8cb1bc3dee9a7e111f,ZOO,https://www.zookeeper.finance/,"ZooKeeper brings you a brand new and exciting farming experience, enabling you to enjoy higher rewards and more interesting NFT gameplay and use cases on Wanchain",Multi-Chain,https://icons.llama.fi/zookeeper.png,2,,zookeeper,9488,Yield,"['Wanchain', 'Avalanche']",zookeeper.js,ZooEcosystem,,,,zookeeper,2.24,"{'Wanchain': 1.55, 'Avalanche': 0.69}",0.14188669288120082,-3.457578179644713,1.9906043748098199,{},,,['https://github.com/ZooFarming/Audit'],,,,,,,
702,1885,XY Finance,0x77777777772cf0455fb38ee0e75f38034dfa50deXY,XY,https://xy.finance,XY Finance is One-Stop Cross-Chain Swap Aggregator for DeFi & Metaverse.,Multi-Chain,https://icons.llama.fi/xy-finance.jpg,2,,xy-finance,16013,Bridge,"['Binance', 'zkSync Era', 'Ethereum', 'Arbitrum', 'Polygon', 'Cronos', 'Avalanche', 'Kucoin', 'Astar', 'Klaytn', 'ThunderCore', 'Polygon zkEVM', 'Optimism', 'Moonriver', 'WEMIX', 'Fantom']",xy-finance/index.js,xyfinance,[],[],1657208486.0,xy-finance,2.23,"{'Optimism': 0.08, 'Polygon zkEVM': 0.09, 'Cronos': 0.13, 'Moonriver': 0.0, 'Klaytn': 0.11, 'Kucoin': 0.12, 'ThunderCore': 0.1, 'Binance': 0.39, 'Ethereum': 0.24, 'zkSync Era': 0.36, 'Astar': 0.11, 'Avalanche': 0.13, 'Polygon': 0.19, 'Arbitrum': 0.2, 'WEMIX': 0.0, 'Fantom': 0.0}",-0.1763947379763664,0.3431307703090454,-4.8592486237141514,{},,,['https://docs.xy.finance/getting-started/security'],,,,,,,
703,845,Axial,avax:0xcF8419A615c57511807236751c0AF38Db4ba3351,AXIAL,https://www.axial.exchange,"Axial is creating the new center for liquidity on Avalanche. It is an implementation of the Stableswap mechanism and decentralized governance. As the centerpiece for liquidity of value-pegged assets, bridged and native assets will have a home and route throughout the Avalanche ecosystem. Axial was launched in November of 2021, and is one of many projects originating from the Snowball DAO.",Avalanche,https://icons.llama.fi/axial.png,0,,axial-token,14396,Dexes,['Avalanche'],axial/index.js,AxialDeFi,['Saddle Finance'],,1637031735.0,axial,2.23,"{'Avalanche': 2.23, 'pool2': 0.01, 'Avalanche-pool2': 0.01}",0.0892842289577942,-0.08744730024228886,0.18179269418207866,{},,,,,['snapshot:axialdefi.eth'],,,,12799.404820297104,
704,749,BenSwap,smartbch:0x77CB87b57F54667978Eb1B199b28a0db8C8E1c0B,EBEN,https://benswap.cash,BenSwap. The #1 AMM and yield farm for dog lovers on BSC and smartBCH,Multi-Chain,https://icons.llama.fi/benswap.jpg,2,,green-ben,1638,Dexes,"['smartBCH', 'Binance']",benswap/index.js,BenTokenFinanc1,['Uniswap V2'],,1635848244.0,benswap,2.23,"{'Binance': 0.12, 'smartBCH-staking': 0.55, 'Binance-staking': 0.23, 'smartBCH': 2.11, 'staking': 0.78}",-0.2162301410147336,-2.549439139253238,0.024818022296372533,{},,,['https://www.certik.org/projects/bentoken-finance'],,['snapshot:bentokenfinance.eth'],,783556.9161535805,,,
705,2400,Solidly V2,0x777172D858dC1599914a1C4c6c9fC48c99a60990,SOLID,https://solidly.com,"Self-optimizing DEX combining the best of Curve, Uniswap and ve(3,3)",Ethereum,https://icons.llama.fi/solidly-v2.jpg,2,,solidlydex,,Dexes,['Ethereum'],solidly-v2/index.js,SolidlyDEX,['Solidly'],[],1672678979.0,solidly-v2,2.22,"{'Ethereum': 2.22, 'Ethereum-staking': 28.2, 'staking': 28.2}",0.5410578316172376,-2.7072398004541895,5.69823754617893,{},,,['https://github.com/SolidlyLabs/Solidly-Audits/blob/main/audit_solidly.pdf'],,,,28200389.187705103,,,
706,1628,SingularityDAO,0x993864e43caa7f7f12953ad6feb1d1ca635b875f,SDAO,https://singularitydao.ai,"SingularityDAO is a decentralised, blockchain-based organisation with the main goal of governing DynaSets, diversified baskets of cryptocurrency assets dynamically managed by AI. SingularityDAO brings the sophisticated risk-management strategies of AI-managed funds to DeFi, using SingularityNET’s superior AI technology.",Multi-Chain,https://icons.llama.fi/singularitydao.png,2,,singularitydao,9638,Yield,"['Ethereum', 'Binance']",singularityDAO/index.js,SingularityDao,[],['Coinmarketcap'],1649526364.0,singularitydao,2.22,"{'pool2': 0.23, 'Binance-pool2': 0.07, 'Ethereum-pool2': 0.16, 'Binance': 0.16, 'Ethereum': 2.05, 'Binance-staking': 3.59, 'Ethereum-staking': 21.49, 'staking': 25.09}",-0.004943813832468891,-0.9143706308344974,-0.08467711312660242,{},,,"['https://docs.singularitydao.ai/audits/hacken-bsc-token-contract', 'https://docs.singularitydao.ai/audits/hacken-launchpad', 'https://docs.singularitydao.ai/audits/hacken-bonded-staking', 'https://www.certik.com/projects/singularitydao']",,['snapshot:sdao.eth'],,25086078.404695123,,232409.26190331177,
707,1191,Katana,,-,https://app.katana.so,Katana is a yield generation protocol on Solana designed to generate sustainable yield from automated option strategies.,Solana,https://icons.llama.fi/katana.png,0,,,,Options Vault,['Solana'],katana/index.js,Katana_HQ,,['Pyth'],1641359167.0,katana,2.21,{'Solana': 2.21},-0.23027163791152816,-2.8442201471953297,2.8003842692054377,{},,,,False,,,,,,
708,1486,Fountain Protocol,oasis:0xd1dF9CE4b6159441D18BD6887dbd7320a8D52a05,FTP,https://ftp.cash/,Fountain Protocol is a lending platform powered by Oasis. The protocol enables users to experience high capital efficiency one-stop management of DeFi assets. Taking advantage of the extremely efficient and low-cost Oasis Network.,Oasis,https://icons.llama.fi/fountain-protocol.png,2,,fountain-protocol,18486,Lending,['Oasis'],Fountain-Protocol/index.js,fountainprot,['Compound'],['Band'],1646137364.0,fountain-protocol,2.2,"{'Oasis-borrowed': 2.19, 'Oasis': 2.2, 'borrowed': 2.19}",0.0739119079377133,-0.11070658670408307,0.027514158906186026,{},,,['https://github.com/dev-fountain/fountain-protocol-audit'],,,,,,,
709,1820,Unipilot,0x37c997b35c619c21323f3518b9357914e8b99525,PILOT,https://unipilot.io,"Unipilot optimizes your Uniswap v3 liquidity, keeping it concentrated around the current trading price to maximize returns and minimize gas costs.",Multi-Chain,https://icons.llama.fi/unipilot.png,2,,unipilot,11113,Liquidity manager,"['Ethereum', 'Arbitrum', 'Polygon']",unipilot/index.js,unipilot_io,[],[],1655152786.0,unipilot,2.2,"{'Ethereum': 1.57, 'Polygon': 0.24, 'Ethereum-staking': 0.87, 'Arbitrum': 0.38, 'staking': 0.87}",-0.23634815636324902,-6.835707250960155,-6.391781341570564,{},,,['https://github.com/Unipilot/unipilot-audits'],,,,871234.2737123475,,,
710,324,Unicly,0x94e0bab2f6ab1f19f4750e42d7349f2740513ad5,UNIC,https://app.unic.ly,"Unicly is a permissionless protocol to combine, fractionalize, and trade NFTs. Users can fractionalize NFT collections into ""uTokens"", and trade them on a Sushiswap-fork AMM with liquidity incentives via liquidity mining.",Ethereum,https://icons.llama.fi/unicly.png,2,,unicly,1334,Dexes,['Ethereum'],unicly/index.js,uniclyNFT,['Uniswap V2'],,,unicly,2.18,{'Ethereum': 2.18},-0.10163792912510416,-2.294939363785147,2.8210246134212014,{},,,['https://github.com/uniclyNFT/Resources/blob/main/Unicly%20Security%20Audit.pdf'],,,,,,,
711,679,UniFarm,0x40986a85b4cfcdb054a6cbfb1210194fee51af88,UFARM,https://unifarm.co,Decentralized farming pool of DEFI's top projects. One Farm To Rule Them All,Multi-Chain,https://icons.llama.fi/unifarm.jpg,2,,unifarm,9262,Yield,"['Ethereum', 'Binance', 'Polygon']",unifarm/index.js,unifarm_,,,1634497185.0,unifarm,2.18,"{'Binance': 0.07, 'Ethereum': 2.07, 'Polygon': 0.05}",-0.42291139307087633,-3.0347805601372784,1.72342286983816,{},,,['https://blog.oropocket.com/wp-content/uploads/2021/02/OpenDeFi-Unifarm-Audit-Report-QuillAudits.pdf'],,,,,,,
712,915,Definix,bsc:0x0f02b1f5af54e04fb6dd6550f009ac2429c4e30d,FINIX,https://definix.com/en,"Definix is the transparent crypto investment platform on a multi-chain, with useful features that allows professional traders to earn more from their investing skills by creating and managing their own funds.",Multi-Chain,https://icons.llama.fi/definix.jpg,2,,definix,10661,Dexes,"['Binance', 'Klaytn']",definix.js,DefinixOfficial,,,1637885232.0,definix,2.18,"{'Binance': 1.19, 'Klaytn': 0.99}",-2.0380509243459954,1.5867936797529154,2.844000561850251,{},,,['https://www.certik.com/projects/sixnetwork'],,,,,,,
713,2843,Sovryn Lend,rsk:0xEfC78FC7D48B64958315949279bA181C2114abbD,SOV,https://sovryn.app,"Sovryn is a non-custodial and permission-less smart contract based system for bitcoin lending, borrowing and margin trading.",RSK,https://icons.llama.fi/sovryn-lend.png,0,,,,Lending,['RSK'],sovryn-lending/index.js,SovrynBTC,[],[],1681562277.0,sovryn-lend,2.16,"{'RSK-borrowed': 1.16, 'RSK': 2.16, 'borrowed': 1.16}",-0.1307178306456933,15.961136171410502,19.509983693536,{},,,,,,,,parent#sovryn,,
714,2804,Forge,,-,https://app.forge.trade,Forge is a community-owned Dex on Evmos with no protocol fees and concentrated liquidity.,Evmos,https://icons.llama.fi/forge.jpg,0,,,,Dexes,['Evmos'],forge/index.js,forgeDEX,['Uniswap V3'],[],1681164058.0,forge,2.16,{'Evmos': 2.16},-0.49758403766175263,-0.860060354141325,,{},,,,,,,,,,
715,1609,Proton Swap,,-,https://www.protonswap.com/swap,Instant on-chain token swaps on Proton with 0 gas fee.,Proton,https://icons.llama.fi/proton-swap.jpg,2,,,,Dexes,['Proton'],proton-swap/index.js,ProtonSwap,[],[],1649097710.0,proton-swap,2.15,{'Proton': 2.15},0.20465620620274194,-1.2337668351981677,5.416767508057902,{},,,['https://drive.google.com/file/d/1sSr8DKzdHO4aV6Xeh3JaNuAkvH7Yxuqr/view?usp=sharing'],,,,,,,
716,350,CVI Finance,0xeeaa40b28a2d1b0b08f6f97bb1dd4b75316c6107,GOVI,https://cvi.finance/,CVI is a Market Fear Index for the Crypto Space - a new DeFi Primitive,Multi-Chain,https://icons.llama.fi/cvi-finance.png,2,,govi,8408,Synthetics,"['Arbitrum', 'Polygon', 'Ethereum']",cvi/index.js,official_CVI,,['Chainlink'],,cvi-finance,2.15,"{'pool2': 0.91, 'Polygon-pool2': 0.03, 'Arbitrum-staking': 0.61, 'Ethereum-pool2': 0.88, 'Ethereum': 0.11, 'Ethereum-staking': 0.06, 'Polygon': 0.39, 'Polygon-staking': 1.27, 'Arbitrum': 1.66, 'staking': 1.95}",0.027239544619916956,0.06215219727894805,0.6553377175305855,{},,cvi.js,"['https://cvi.finance/files/usdt-audit.pdf', 'https://cvi.finance/files/eth-audit.pdf']",,,,1945374.6005432184,,911554.8582605001,
717,833,ZoomSwap,iotex:0xf87aed04889a1dd0159d9C22B0D57b345Ab16dDD,ZM,https://zoomswap.io,Yield farming AMM in IoTeX!,IoTeX,https://icons.llama.fi/zoomswap.jpg,2,,zoomswap,14276,Farm,['IoTeX'],zoomswap/index.js,zoomswap_io,['Goose Finance'],,1636756297.0,zoomswap,2.14,"{'IoTeX': 2.14, 'pool2': 0.07, 'IoTeX-staking': 0.02, 'IoTeX-pool2': 0.07, 'staking': 0.02}",-0.20844458960576162,-2.6292012735291337,-0.9853223413906989,{},,,['https://rugdoc.io/project/zoomswap'],,,,21319.559002796006,,70766.71044298321,
718,2852,Solunea,,-,https://www.solunea.xyz,"Solunea is the first 100% Real Yield & Community owned ve(3,3) DEX on zkSync Era.",Multi-Chain,https://icons.llama.fi/solunea.jpg,0,,,,Dexes,"['Arbitrum', 'zkSync Era']",solunea/index.js,SoluneaDex,['Solidly'],[],1681737935.0,solunea,2.13,"{'zkSync Era': 0.38, 'Arbitrum': 1.75}",-0.10585062063915984,8.599660978019472,-36.791073389701104,{},,,,,,,,,,
719,2867,Ensuro,,-,https://ensuro.co,"Ensuro is a decentralized capital provider for insurance risk. We use smart contracts to curate competitive insurance portfolios. We allow anyone to invest in insurance risk and reap its benefits. By opening up the insurance market to new players, we fuel innovation for established and upcoming insurance partners.",Polygon,https://icons.llama.fi/ensuro.jpg,2,,,,Insurance,['Polygon'],ensuro/index.js,Ensuroproject,[],[],1681991669.0,ensuro,2.13,{'Polygon': 2.13},0.06567002771049602,0.10121228882098876,0.0457570386534627,{},,,"['https://github.com/ensuro/ensuro/blob/main/audits/Quantstamp-Ensuro-Final-Report-2022-11-09.pdf', 'https://github.com/ensuro/ensuro/blob/main/audits/SlowMistAuditReport-Ensuro-2021-09-29.pdf']",,,,,,,
720,221,Defi Swap,0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,CRO,https://crypto.com/defi/swap,Crypto.com DeFi Swap is a fork of Uniswap V2 designed to be the best place to swap and farm DeFi coins.,Ethereum,https://icons.llama.fi/defi-swap.jpg,2,,crypto-com-chain,1776,Dexes,['Ethereum'],defi-swap/index.js,cryptocom,['Uniswap V2'],,,defi-swap,2.12,{'Ethereum': 2.12},-0.14550745919743235,-1.620462645561588,0.726011372429312,{},,,['https://crypto.com/defi/swap-protocol-audit.pdf'],,,,,,,
721,1804,Zeta,,-,https://www.zeta.markets,Zeta Markets is the premier derivatives protocol on Solana.,Solana,https://icons.llama.fi/zeta.png,0,,,,Options,['Solana'],zeta/index.js,ZetaMarkets,[],['Pyth'],1654452112.0,zeta,2.11,{'Solana': 2.11},-0.13414741948197673,-1.0734636225600127,1.8493896560030691,{},,,,,,,,,,
722,2956,Affine DeFi,,-,https://app.affinedefi.com,"Affine is the world's first cross-chain investment and savings app. We make it simple for users to onboard funds in an efficient and affordable manner using Polygon while gaining access to investment opportunities on multiple chains. Today, this includes Ethereum and Polygon but and we plan to expand to other chains and protocols in the future.",Multi-Chain,https://icons.llama.fi/affine-defi.png,2,,,,Yield Aggregator,"['Polygon', 'Ethereum']",affine-defi/index.js,AffineDeFi,[],[],1683664556.0,affine-defi,2.11,"{'Ethereum': 0.03, 'Polygon': 2.08}",-0.01843545321897011,-0.06996896006008058,-0.0215611686031707,{},,,['https://affinedefi.com/security/audit-1'],,,,,,,
723,534,Thales,0x03e173ad8d1581a4802d3b532ace27a62c5b81dc,THALES,https://thalesmarket.io/,"Thales is an Ethereum protocol that allows the creation of peer-to-peer parimutuel markets that anyone can join. This building block is the foundation of novel on-chain initiatives, from a platform for AMM-based positional markets to immersive gamified experiences, and much more.",Multi-Chain,https://icons.llama.fi/thales.png,2,,thales,11973,Prediction Market,"['Optimism', 'Arbitrum', 'Polygon', 'Ethereum']",thales/index.js,thalesmarket,,,,thales,2.09,"{'Optimism': 1.35, 'Optimism-pool2': 1.64, 'Optimism-staking': 7.2, 'pool2': 1.76, 'Arbitrum-staking': 2.0, 'Ethereum-pool2': 0.13, 'Ethereum': 0.01, 'Polygon': 0.07, 'Arbitrum': 0.68, 'staking': 9.2}",0.07855924080313059,2.254270625686331,14.576152424927514,{},,thales.js,['https://iosiro.com/audits/thales-airdrop-and-staking-smart-contract-audit'],,,,9201223.48343676,,1762865.5983700762,
724,2356,El Dorado Exchange,bsc:0x4136129Ac3aC90cF9817548b24D35E73E9457e05,EDE,https://ede.finance,"El Dorado Exchange(EDE) is a decentralized spot and perpetual social trading exchange which prioritizes user security and stable investor returns. In EDE, all the interactions will happen on-chain. Trading is supported by 3 unique multi-asset pools",Multi-Chain,https://icons.llama.fi/el-dorado-exchange.jpg,2,,el-dorado-exchange,22810,Derivatives,"['Arbitrum', 'Binance']",El-Dorado-Exchange/index.js,ede_finance,['GMX'],['Chainlink'],1670855637.0,el-dorado-exchange,2.09,"{'Binance': 0.31, 'Arbitrum': 1.78}",1.1844512314360713,-30.958224131683238,-35.146693654898215,{},,,['https://docs.ede.finance/audit'],,['snapshot:edefinance.eth'],,,,,
725,2874,Tealswap,,-,https://tealswap.com/dashboard,Tealswap is a decentralized exchange with automated market maker on Oasys hub-layer.,Oasys,https://icons.llama.fi/tealswap.jpg,2,,,,Dexes,['Oasys'],tealswap/index.js,tealswap,['Uniswap V2'],[],1682246393.0,tealswap,2.05,{'Oasys': 2.05},-1.646392460053974,-2.4992507234952654,-0.6693636510330663,{},,,['https://2660718327-files.gitbook.io/~/files/v0/b/gitbook-x-prod.appspot.com/o/spaces%2FelNqRwrEOuHToNqYrgbQ%2Fuploads%2FFx0VH6iHvSJBV1shyUwC%2FTealswap%20Smart%20Contract%20Audit%20Report_v1.0.pdf?alt=media&token=4ba9d254-0655-4e7b-a41d-513abb23845c'],,,,,,,
726,2705,WEMIX.FI Lend,,-,https://wemix.fi/market,"Safely deposit the coins and earn profits, or borrow the coins you want on the WEMIX Network.",WEMIX,https://icons.llama.fi/wemix.fi-lend.jpg,0,,,,Lending,['WEMIX'],wemix-lend/index.js,WemixNetwork,[],[],1679410774.0,wemix.fi-lend,2.03,"{'WEMIX-borrowed': 0.64, 'borrowed': 0.64, 'WEMIX': 2.03}",0.04882210823180344,-2.8329361408957396,-0.14073338094702592,{},,,,,,,,parent#wemix.fi,,
727,2650,ShadowSwap,core:-,SHDW,https://shadowswap.xyz,"ShadowSwap is a Decentralized exchange based on automated market makers (AMM), Which has become the standard and the most convenient way to exchange crypto tokens.",CORE,https://icons.llama.fi/shadowswap.jpg,0,,shadowswap-token,23639,Dexes,['CORE'],shadowswap/index.js,Shadowswap_xyz,['Uniswap V2'],[],1678365388.0,shadowswap,2.03,{'CORE': 2.03},0.3552526559927003,-0.18699494634446978,-5.165675650188334,{},,,,,,,,,,
728,211,Smoothy,0xbf776e4fca664d791c4ee3a71e2722990e003283,SMTY,https://smoothy.finance/,Smoothy is a novel single pool liquidity protocol specialized in same backed assets with low-cost zero-slippage swapping and maximized interest earning.,Multi-Chain,https://icons.llama.fi/smoothy.jpg,2,,smoothy,7594,Dexes,"['Ethereum', 'Binance']",smoothy.js,smoothswap,,,,smoothy,2.03,"{'Binance': 0.23, 'Ethereum': 1.8}",0.07375435696106081,-0.09986230502492788,-0.43441068058317,{},,,"['https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Smoothy-v1.0.pdf', 'https://github.com/slowmist/Knowledge-Base/blob/master/open-report/Smart%20Contract%20Security%20Audit%20Report%20-%20SmoothyV1.pdf']",,,,,,,
729,2281,Sigmausd,,-,https://sigmausd.io,"AgeUSD is a novel crypto-backed algorithmic stablecoin protocol that has been created in joint partnership by the Ergo Foundation, EMURGO, and IOG on top of the Ergo Blockchain.",Ergo,https://icons.llama.fi/sigmausd.png,0,,,,Algo-Stables,['Ergo'],sigmausd/index.js,,[],['Oracle Pools'],1668512038.0,sigmausd,2.0,{'Ergo': 2.0},0.0,-0.963440788677957,-1.3424649201868988,{},,,,,,,,,,
730,2104,Swaap,,-,https://www.swaap.finance,Swaap is a market neutral AMM.,Polygon,https://icons.llama.fi/swaap.png,2,,,,Dexes,['Polygon'],swaap/index.js,SwaapFinance,[],['Chainlink'],1663691569.0,swaap,1.98,{'Polygon': 1.98},-0.05456423013859535,-1.7914012008164235,0.8362271374936654,{},,,['https://github.com/swaap-labs/swaap-core-v1/tree/main/audits'],,,,,,,
731,1172,PsyOptions,solana:PsyFiqqjiv41G7o5SMRzDJCu4psptThNR2GtfeGHfSq,PSY,https://www.psyoptions.io,"Trade on-chain, asset settled, American style options for $BTC & $ETH",Solana,https://icons.llama.fi/psyoptions.png,2,,psyoptions,16896,Options,['Solana'],psyoptions/index.js,PsyOptions,,['Pyth'],1641069495.0,psyoptions,1.96,{'Solana': 1.96},0.08961784594401934,-1.250803594640729,-0.5224569700413326,{},,,['https://uploads-ssl.webflow.com/62c82c6d2ffe37f2356d8f28/62fd49a04b1b9b62fcf5786f_PUBLIC_RELEASE_PSYOPTIONS.pdf'],,,,,,,
732,292,Swapr,arbitrum:0xdE903E2712288A1dA82942DDdF2c20529565aC30,SWPR,https://swapr.eth.link/#/swap,"A governance-enabled automated-market maker with adjustable fees, made by DXdao.",Multi-Chain,https://icons.llama.fi/swapr.svg,2,,swapr,,Dexes,"['xDai', 'Arbitrum', 'Ethereum']",swapr/index.js,SwaprEth,['Uniswap V2'],,,swapr,1.96,"{'Ethereum': 0.15, 'xDai': 1.63, 'Arbitrum': 0.17}",-0.0281626382756599,-1.0381494070274755,-1.0293143034653127,{},,,['https://gateway.ipfs.io/ipfs/QmNspbn2dQgQMQ9uXkMc7Fjf12RUVVJTzB27ywGeLUXXdn'],,['snapshot:swpr.eth'],,,,,
733,1088,Spectrum Finance,,-,https://spectrum.fi/,Spectrum Finance is an open-source cross-chain DEX,Ergo,https://icons.llama.fi/spectrum-finance.png,0,,,,Dexes,['Ergo'],ergodex.js,spectrumlabs_,,['Internal'],1640305029.0,spectrum-finance,1.94,{'Ergo': 1.94},-0.15174588823812485,-0.6179320571873319,4.027284896768776,{},,,,,,,,,,
734,693,Superfluid,,-,https://www.superfluid.finance/home,"Programmable Cashflows. Handle subscriptions, salaries, rewards and any composable stream of value, with continuous settlement and per-second netting for extreme capital efficiency.",Multi-Chain,https://icons.llama.fi/superfluid.png,2,,,,Payments,"['Polygon', 'Arbitrum', 'xDai', 'Optimism', 'Avalanche', 'Binance']",superfluid.js,Superfluid_HQ,,,1634846846.0,superfluid,1.9,"{'Optimism': 0.04, 'xDai-vesting': 0.01, 'Polygon-vesting': 2.77, 'Avalanche-vesting': 0.0, 'Binance': 0.0, 'xDai': 0.08, 'vesting': 2.79, 'Avalanche': 0.0, 'Polygon': 1.47, 'Arbitrum-vesting': 0.0, 'Arbitrum': 0.32, 'Optimism-vesting': 0.0, 'Binance-vesting': 0.0}",-0.09090050909338743,1.2088676942804852,0.022104399217084847,{},,,['https://github.com/superfluid-finance/protocol-monorepo/blob/dev/packages/ethereum-contracts/audits/PeckShield-Audit-Report-Superfluid-v1.0.pdf'],,,,,,,
735,2625,Bluefin,,-,https://bluefin.io,Bluefin is a decentralized exchange (DEX) for derivatives currently offering perpetual swaps trading with up to 20x leverage using isolated margin. The exchange is non-custodial and uses an off-chain order book for efficient price discovery.,Arbitrum,https://icons.llama.fi/bluefin.jpg,2,,,,Derivatives,['Arbitrum'],bluefin/index.js,bluefinapp,[],[],1677769578.0,bluefin,1.88,{'Arbitrum': 1.88},0.0341249111851738,0.7930280717514506,4.9124932862803234,{},,,['https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-dTrade-v1.0.pdf'],,,,,,,
736,491,Terraswap,,-,https://terraswap.io,Terraswap is a Uniswap-inspired automated market-maker (AMM) protocol implemented with smart contracts on the Terra blockchain. This enables a decentralized on-chain exchange for the various assets involved in Terra ecosystem.,Multi-Chain,https://icons.llama.fi/terraswap.png,0,,,,Dexes,"['Terra', 'Terra2']",terraswap/index.js,terraswap_io,,,,terraswap,1.87,"{'Terra': 1.66, 'Terra2': 0.22}",-0.35437853442984135,-4.196200916173325,-4.877350506526938,{},,,,True,,,,,,
